pdb_id,protein_path,pocket_path,ligand_path,ligand_format,valid,error,source
2x7u,data/refined_set\2x7u\2x7u_protein.pdb,data/refined_set\2x7u\2x7u_pocket.pdb,data/refined_set\2x7u\2x7u_ligand.mol2,mol2,True,,refined
2x8z,data/refined_set\2x8z\2x8z_protein.pdb,data/refined_set\2x8z\2x8z_pocket.pdb,data/refined_set\2x8z\2x8z_ligand.mol2,mol2,True,,refined
2x91,data/refined_set\2x91\2x91_protein.pdb,data/refined_set\2x91\2x91_pocket.pdb,data/refined_set\2x91\2x91_ligand.mol2,mol2,True,,refined
2x95,data/refined_set\2x95\2x95_protein.pdb,data/refined_set\2x95\2x95_pocket.pdb,data/refined_set\2x95\2x95_ligand.mol2,mol2,True,,refined
2x96,data/refined_set\2x96\2x96_protein.pdb,data/refined_set\2x96\2x96_pocket.pdb,data/refined_set\2x96\2x96_ligand.mol2,mol2,True,,refined
2x97,data/refined_set\2x97\2x97_protein.pdb,data/refined_set\2x97\2x97_pocket.pdb,data/refined_set\2x97\2x97_ligand.mol2,mol2,True,,refined
2xab,data/refined_set\2xab\2xab_protein.pdb,data/refined_set\2xab\2xab_pocket.pdb,data/refined_set\2xab\2xab_ligand.mol2,mol2,True,,refined
2xb7,data/refined_set\2xb7\2xb7_protein.pdb,data/refined_set\2xb7\2xb7_pocket.pdb,data/refined_set\2xb7\2xb7_ligand.mol2,mol2,True,,refined
2xb8,data/refined_set\2xb8\2xb8_protein.pdb,data/refined_set\2xb8\2xb8_pocket.pdb,data/refined_set\2xb8\2xb8_ligand.mol2,mol2,True,,refined
2xbp,data/refined_set\2xbp\2xbp_protein.pdb,data/refined_set\2xbp\2xbp_pocket.pdb,data/refined_set\2xbp\2xbp_ligand.mol2,mol2,True,,refined
2xbv,data/refined_set\2xbv\2xbv_protein.pdb,data/refined_set\2xbv\2xbv_pocket.pdb,data/refined_set\2xbv\2xbv_ligand.mol2,mol2,True,,refined
2xbw,data/refined_set\2xbw\2xbw_protein.pdb,data/refined_set\2xbw\2xbw_pocket.pdb,data/refined_set\2xbw\2xbw_ligand.mol2,mol2,True,,refined
2xbx,data/refined_set\2xbx\2xbx_protein.pdb,data/refined_set\2xbx\2xbx_pocket.pdb,data/refined_set\2xbx\2xbx_ligand.mol2,mol2,True,,refined
2xc0,data/refined_set\2xc0\2xc0_protein.pdb,data/refined_set\2xc0\2xc0_pocket.pdb,data/refined_set\2xc0\2xc0_ligand.mol2,mol2,True,,refined
2xc4,data/refined_set\2xc4\2xc4_protein.pdb,data/refined_set\2xc4\2xc4_pocket.pdb,data/refined_set\2xc4\2xc4_ligand.mol2,mol2,True,,refined
2xd9,data/refined_set\2xd9\2xd9_protein.pdb,data/refined_set\2xd9\2xd9_pocket.pdb,data/refined_set\2xd9\2xd9_ligand.mol2,mol2,True,,refined
2xda,data/refined_set\2xda\2xda_protein.pdb,data/refined_set\2xda\2xda_pocket.pdb,data/refined_set\2xda\2xda_ligand.mol2,mol2,True,,refined
2xde,data/refined_set\2xde\2xde_protein.pdb,data/refined_set\2xde\2xde_pocket.pdb,data/refined_set\2xde\2xde_ligand.mol2,mol2,True,,refined
2xdk,data/refined_set\2xdk\2xdk_protein.pdb,data/refined_set\2xdk\2xdk_pocket.pdb,data/refined_set\2xdk\2xdk_ligand.mol2,mol2,True,,refined
2xdl,data/refined_set\2xdl\2xdl_protein.pdb,data/refined_set\2xdl\2xdl_pocket.pdb,data/refined_set\2xdl\2xdl_ligand.mol2,mol2,True,,refined
2xdx,data/refined_set\2xdx\2xdx_protein.pdb,data/refined_set\2xdx\2xdx_pocket.pdb,data/refined_set\2xdx\2xdx_ligand.mol2,mol2,True,,refined
2xef,data/refined_set\2xef\2xef_protein.pdb,data/refined_set\2xef\2xef_pocket.pdb,data/refined_set\2xef\2xef_ligand.mol2,mol2,True,,refined
2xeg,data/refined_set\2xeg\2xeg_protein.pdb,data/refined_set\2xeg\2xeg_pocket.pdb,data/refined_set\2xeg\2xeg_ligand.mol2,mol2,True,,refined
2xei,data/refined_set\2xei\2xei_protein.pdb,data/refined_set\2xei\2xei_pocket.pdb,data/refined_set\2xei\2xei_ligand.mol2,mol2,True,,refined
2xej,data/refined_set\2xej\2xej_protein.pdb,data/refined_set\2xej\2xej_pocket.pdb,data/refined_set\2xej\2xej_ligand.mol2,mol2,True,,refined
2xg9,data/refined_set\2xg9\2xg9_protein.pdb,data/refined_set\2xg9\2xg9_pocket.pdb,data/refined_set\2xg9\2xg9_ligand.mol2,mol2,True,,refined
2xhm,data/refined_set\2xhm\2xhm_protein.pdb,data/refined_set\2xhm\2xhm_pocket.pdb,data/refined_set\2xhm\2xhm_ligand.mol2,mol2,True,,refined
2xht,data/refined_set\2xht\2xht_protein.pdb,data/refined_set\2xht\2xht_pocket.pdb,data/refined_set\2xht\2xht_ligand.mol2,mol2,True,,refined
2xib,data/refined_set\2xib\2xib_protein.pdb,data/refined_set\2xib\2xib_pocket.pdb,data/refined_set\2xib\2xib_ligand.mol2,mol2,True,,refined
2xii,data/refined_set\2xii\2xii_protein.pdb,data/refined_set\2xii\2xii_pocket.pdb,data/refined_set\2xii\2xii_ligand.mol2,mol2,True,,refined
2xj1,data/refined_set\2xj1\2xj1_protein.pdb,data/refined_set\2xj1\2xj1_pocket.pdb,data/refined_set\2xj1\2xj1_ligand.mol2,mol2,True,,refined
2xj2,data/refined_set\2xj2\2xj2_protein.pdb,data/refined_set\2xj2\2xj2_pocket.pdb,data/refined_set\2xj2\2xj2_ligand.mol2,mol2,True,,refined
2xj7,data/refined_set\2xj7\2xj7_protein.pdb,data/refined_set\2xj7\2xj7_pocket.pdb,data/refined_set\2xj7\2xj7_ligand.mol2,mol2,True,,refined
2xjg,data/refined_set\2xjg\2xjg_protein.pdb,data/refined_set\2xjg\2xjg_pocket.pdb,data/refined_set\2xjg\2xjg_ligand.mol2,mol2,True,,refined
2xjj,data/refined_set\2xjj\2xjj_protein.pdb,data/refined_set\2xjj\2xjj_pocket.pdb,data/refined_set\2xjj\2xjj_ligand.mol2,mol2,True,,refined
2xjx,data/refined_set\2xjx\2xjx_protein.pdb,data/refined_set\2xjx\2xjx_pocket.pdb,data/refined_set\2xjx\2xjx_ligand.mol2,mol2,True,,refined
2xm1,data/refined_set\2xm1\2xm1_protein.pdb,data/refined_set\2xm1\2xm1_pocket.pdb,data/refined_set\2xm1\2xm1_ligand.mol2,mol2,True,,refined
2xm2,data/refined_set\2xm2\2xm2_protein.pdb,data/refined_set\2xm2\2xm2_pocket.pdb,data/refined_set\2xm2\2xm2_ligand.mol2,mol2,True,,refined
2xmy,data/refined_set\2xmy\2xmy_protein.pdb,data/refined_set\2xmy\2xmy_pocket.pdb,data/refined_set\2xmy\2xmy_ligand.mol2,mol2,True,,refined
2xn3,data/refined_set\2xn3\2xn3_protein.pdb,data/refined_set\2xn3\2xn3_pocket.pdb,data/refined_set\2xn3\2xn3_ligand.mol2,mol2,True,,refined
2xn5,data/refined_set\2xn5\2xn5_protein.pdb,data/refined_set\2xn5\2xn5_pocket.pdb,data/refined_set\2xn5\2xn5_ligand.mol2,mol2,True,,refined
2xnb,data/refined_set\2xnb\2xnb_protein.pdb,data/refined_set\2xnb\2xnb_pocket.pdb,data/refined_set\2xnb\2xnb_ligand.mol2,mol2,True,,refined
2xog,data/refined_set\2xog\2xog_protein.pdb,data/refined_set\2xog\2xog_pocket.pdb,data/refined_set\2xog\2xog_ligand.mol2,mol2,True,,refined
2xp7,data/refined_set\2xp7\2xp7_protein.pdb,data/refined_set\2xp7\2xp7_pocket.pdb,data/refined_set\2xp7\2xp7_ligand.mol2,mol2,True,,refined
2xpk,data/refined_set\2xpk\2xpk_protein.pdb,data/refined_set\2xpk\2xpk_pocket.pdb,data/refined_set\2xpk\2xpk_ligand.mol2,mol2,True,,refined
2xxr,data/refined_set\2xxr\2xxr_protein.pdb,data/refined_set\2xxr\2xxr_pocket.pdb,data/refined_set\2xxr\2xxr_ligand.mol2,mol2,True,,refined
2xxt,data/refined_set\2xxt\2xxt_protein.pdb,data/refined_set\2xxt\2xxt_pocket.pdb,data/refined_set\2xxt\2xxt_ligand.mol2,mol2,True,,refined
2xxx,data/refined_set\2xxx\2xxx_protein.pdb,data/refined_set\2xxx\2xxx_pocket.pdb,data/refined_set\2xxx\2xxx_ligand.mol2,mol2,True,,refined
2xyd,data/refined_set\2xyd\2xyd_protein.pdb,data/refined_set\2xyd\2xyd_pocket.pdb,data/refined_set\2xyd\2xyd_ligand.mol2,mol2,True,,refined
2xye,data/refined_set\2xye\2xye_protein.pdb,data/refined_set\2xye\2xye_pocket.pdb,data/refined_set\2xye\2xye_ligand.mol2,mol2,True,,refined
2xyf,data/refined_set\2xyf\2xyf_protein.pdb,data/refined_set\2xyf\2xyf_pocket.pdb,data/refined_set\2xyf\2xyf_ligand.mol2,mol2,True,,refined
2xys,data/refined_set\2xys\2xys_protein.pdb,data/refined_set\2xys\2xys_pocket.pdb,data/refined_set\2xys\2xys_ligand.mol2,mol2,True,,refined
2xyt,data/refined_set\2xyt\2xyt_protein.pdb,data/refined_set\2xyt\2xyt_pocket.pdb,data/refined_set\2xyt\2xyt_ligand.mol2,mol2,True,,refined
2y5f,data/refined_set\2y5f\2y5f_protein.pdb,data/refined_set\2y5f\2y5f_pocket.pdb,data/refined_set\2y5f\2y5f_ligand.mol2,mol2,True,,refined
2y5g,data/refined_set\2y5g\2y5g_protein.pdb,data/refined_set\2y5g\2y5g_pocket.pdb,data/refined_set\2y5g\2y5g_ligand.mol2,mol2,True,,refined
2y5h,data/refined_set\2y5h\2y5h_protein.pdb,data/refined_set\2y5h\2y5h_pocket.pdb,data/refined_set\2y5h\2y5h_ligand.mol2,mol2,True,,refined
2y7i,data/refined_set\2y7i\2y7i_protein.pdb,data/refined_set\2y7i\2y7i_pocket.pdb,data/refined_set\2y7i\2y7i_ligand.mol2,mol2,True,,refined
2y7x,data/refined_set\2y7x\2y7x_protein.pdb,data/refined_set\2y7x\2y7x_pocket.pdb,data/refined_set\2y7x\2y7x_ligand.mol2,mol2,True,,refined
2y7z,data/refined_set\2y7z\2y7z_protein.pdb,data/refined_set\2y7z\2y7z_pocket.pdb,data/refined_set\2y7z\2y7z_ligand.mol2,mol2,True,,refined
2y80,data/refined_set\2y80\2y80_protein.pdb,data/refined_set\2y80\2y80_pocket.pdb,data/refined_set\2y80\2y80_ligand.mol2,mol2,True,,refined
2y81,data/refined_set\2y81\2y81_protein.pdb,data/refined_set\2y81\2y81_pocket.pdb,data/refined_set\2y81\2y81_ligand.mol2,mol2,True,,refined
2y82,data/refined_set\2y82\2y82_protein.pdb,data/refined_set\2y82\2y82_pocket.pdb,data/refined_set\2y82\2y82_ligand.mol2,mol2,True,,refined
2y8c,data/refined_set\2y8c\2y8c_protein.pdb,data/refined_set\2y8c\2y8c_pocket.pdb,data/refined_set\2y8c\2y8c_ligand.mol2,mol2,True,,refined
2ya6,data/refined_set\2ya6\2ya6_protein.pdb,data/refined_set\2ya6\2ya6_pocket.pdb,data/refined_set\2ya6\2ya6_ligand.mol2,mol2,True,,refined
2ya7,data/refined_set\2ya7\2ya7_protein.pdb,data/refined_set\2ya7\2ya7_pocket.pdb,data/refined_set\2ya7\2ya7_ligand.mol2,mol2,True,,refined
2ya8,data/refined_set\2ya8\2ya8_protein.pdb,data/refined_set\2ya8\2ya8_pocket.pdb,data/refined_set\2ya8\2ya8_ligand.mol2,mol2,True,,refined
2yay,data/refined_set\2yay\2yay_protein.pdb,data/refined_set\2yay\2yay_pocket.pdb,data/refined_set\2yay\2yay_ligand.mol2,mol2,True,,refined
2yaz,data/refined_set\2yaz\2yaz_protein.pdb,data/refined_set\2yaz\2yaz_pocket.pdb,data/refined_set\2yaz\2yaz_ligand.mol2,mol2,True,,refined
2yb0,data/refined_set\2yb0\2yb0_protein.pdb,data/refined_set\2yb0\2yb0_pocket.pdb,data/refined_set\2yb0\2yb0_ligand.mol2,mol2,True,,refined
2ydt,data/refined_set\2ydt\2ydt_protein.pdb,data/refined_set\2ydt\2ydt_pocket.pdb,data/refined_set\2ydt\2ydt_ligand.mol2,mol2,True,,refined
2ydw,data/refined_set\2ydw\2ydw_protein.pdb,data/refined_set\2ydw\2ydw_pocket.pdb,data/refined_set\2ydw\2ydw_ligand.mol2,mol2,True,,refined
2yek,data/refined_set\2yek\2yek_protein.pdb,data/refined_set\2yek\2yek_pocket.pdb,data/refined_set\2yek\2yek_ligand.mol2,mol2,True,,refined
2yel,data/refined_set\2yel\2yel_protein.pdb,data/refined_set\2yel\2yel_pocket.pdb,data/refined_set\2yel\2yel_ligand.mol2,mol2,True,,refined
2yfa,data/refined_set\2yfa\2yfa_protein.pdb,data/refined_set\2yfa\2yfa_pocket.pdb,data/refined_set\2yfa\2yfa_ligand.mol2,mol2,True,,refined
2yfe,data/refined_set\2yfe\2yfe_protein.pdb,data/refined_set\2yfe\2yfe_pocket.pdb,data/refined_set\2yfe\2yfe_ligand.mol2,mol2,True,,refined
2yfx,data/refined_set\2yfx\2yfx_protein.pdb,data/refined_set\2yfx\2yfx_pocket.pdb,data/refined_set\2yfx\2yfx_ligand.mol2,mol2,True,,refined
2yge,data/refined_set\2yge\2yge_protein.pdb,data/refined_set\2yge\2yge_pocket.pdb,data/refined_set\2yge\2yge_ligand.mol2,mol2,True,,refined
2ygf,data/refined_set\2ygf\2ygf_protein.pdb,data/refined_set\2ygf\2ygf_pocket.pdb,data/refined_set\2ygf\2ygf_ligand.mol2,mol2,True,,refined
2yhw,data/refined_set\2yhw\2yhw_protein.pdb,data/refined_set\2yhw\2yhw_pocket.pdb,data/refined_set\2yhw\2yhw_ligand.mol2,mol2,True,,refined
2yi0,data/refined_set\2yi0\2yi0_protein.pdb,data/refined_set\2yi0\2yi0_pocket.pdb,data/refined_set\2yi0\2yi0_ligand.mol2,mol2,True,,refined
2yi7,data/refined_set\2yi7\2yi7_protein.pdb,data/refined_set\2yi7\2yi7_pocket.pdb,data/refined_set\2yi7\2yi7_ligand.mol2,mol2,True,,refined
2yix,data/refined_set\2yix\2yix_protein.pdb,data/refined_set\2yix\2yix_pocket.pdb,data/refined_set\2yix\2yix_ligand.mol2,mol2,True,,refined
2yk1,data/refined_set\2yk1\2yk1_protein.pdb,data/refined_set\2yk1\2yk1_pocket.pdb,data/refined_set\2yk1\2yk1_ligand.mol2,mol2,True,,refined
2yki,data/refined_set\2yki\2yki_protein.pdb,data/refined_set\2yki\2yki_pocket.pdb,data/refined_set\2yki\2yki_ligand.mol2,mol2,True,,refined
2ylc,data/refined_set\2ylc\2ylc_protein.pdb,data/refined_set\2ylc\2ylc_pocket.pdb,data/refined_set\2ylc\2ylc_ligand.mol2,mol2,True,,refined
2ymd,data/refined_set\2ymd\2ymd_protein.pdb,data/refined_set\2ymd\2ymd_pocket.pdb,data/refined_set\2ymd\2ymd_ligand.mol2,mol2,True,,refined
2yme,data/refined_set\2yme\2yme_protein.pdb,data/refined_set\2yme\2yme_pocket.pdb,data/refined_set\2yme\2yme_ligand.mol2,mol2,True,,refined
2ypi,data/refined_set\2ypi\2ypi_protein.pdb,data/refined_set\2ypi\2ypi_pocket.pdb,data/refined_set\2ypi\2ypi_ligand.mol2,mol2,True,,refined
2ypo,data/refined_set\2ypo\2ypo_protein.pdb,data/refined_set\2ypo\2ypo_pocket.pdb,data/refined_set\2ypo\2ypo_ligand.mol2,mol2,True,,refined
2yxj,data/refined_set\2yxj\2yxj_protein.pdb,data/refined_set\2yxj\2yxj_pocket.pdb,data/refined_set\2yxj\2yxj_ligand.mol2,mol2,True,,refined
2yz3,data/refined_set\2yz3\2yz3_protein.pdb,data/refined_set\2yz3\2yz3_pocket.pdb,data/refined_set\2yz3\2yz3_ligand.mol2,mol2,True,,refined
2z1w,data/refined_set\2z1w\2z1w_protein.pdb,data/refined_set\2z1w\2z1w_pocket.pdb,data/refined_set\2z1w\2z1w_ligand.mol2,mol2,True,,refined
2z4o,data/refined_set\2z4o\2z4o_protein.pdb,data/refined_set\2z4o\2z4o_pocket.pdb,data/refined_set\2z4o\2z4o_ligand.mol2,mol2,True,,refined
2z94,data/refined_set\2z94\2z94_protein.pdb,data/refined_set\2z94\2z94_pocket.pdb,data/refined_set\2z94\2z94_ligand.mol2,mol2,True,,refined
2za0,data/refined_set\2za0\2za0_protein.pdb,data/refined_set\2za0\2za0_pocket.pdb,data/refined_set\2za0\2za0_ligand.mol2,mol2,True,,refined
2za5,data/refined_set\2za5\2za5_protein.pdb,data/refined_set\2za5\2za5_pocket.pdb,data/refined_set\2za5\2za5_ligand.mol2,mol2,True,,refined
2zb1,data/refined_set\2zb1\2zb1_protein.pdb,data/refined_set\2zb1\2zb1_pocket.pdb,data/refined_set\2zb1\2zb1_ligand.mol2,mol2,True,,refined
2zc9,data/refined_set\2zc9\2zc9_protein.pdb,data/refined_set\2zc9\2zc9_pocket.pdb,data/refined_set\2zc9\2zc9_ligand.mol2,mol2,True,,refined
2zcq,data/refined_set\2zcq\2zcq_protein.pdb,data/refined_set\2zcq\2zcq_pocket.pdb,data/refined_set\2zcq\2zcq_ligand.mol2,mol2,True,,refined
2zcr,data/refined_set\2zcr\2zcr_protein.pdb,data/refined_set\2zcr\2zcr_pocket.pdb,data/refined_set\2zcr\2zcr_ligand.mol2,mol2,True,,refined
2zcs,data/refined_set\2zcs\2zcs_protein.pdb,data/refined_set\2zcs\2zcs_pocket.pdb,data/refined_set\2zcs\2zcs_ligand.mol2,mol2,True,,refined
2zda,data/refined_set\2zda\2zda_protein.pdb,data/refined_set\2zda\2zda_pocket.pdb,data/refined_set\2zda\2zda_ligand.mol2,mol2,True,,refined
2zdk,data/refined_set\2zdk\2zdk_protein.pdb,data/refined_set\2zdk\2zdk_pocket.pdb,data/refined_set\2zdk\2zdk_ligand.mol2,mol2,True,,refined
2zdl,data/refined_set\2zdl\2zdl_protein.pdb,data/refined_set\2zdl\2zdl_pocket.pdb,data/refined_set\2zdl\2zdl_ligand.mol2,mol2,True,,refined
2zdm,data/refined_set\2zdm\2zdm_protein.pdb,data/refined_set\2zdm\2zdm_pocket.pdb,data/refined_set\2zdm\2zdm_ligand.mol2,mol2,True,,refined
2zdn,data/refined_set\2zdn\2zdn_protein.pdb,data/refined_set\2zdn\2zdn_pocket.pdb,data/refined_set\2zdn\2zdn_ligand.mol2,mol2,True,,refined
2zfp,data/refined_set\2zfp\2zfp_protein.pdb,data/refined_set\2zfp\2zfp_pocket.pdb,data/refined_set\2zfp\2zfp_ligand.mol2,mol2,True,,refined
2zfs,data/refined_set\2zfs\2zfs_protein.pdb,data/refined_set\2zfs\2zfs_pocket.pdb,data/refined_set\2zfs\2zfs_ligand.mol2,mol2,True,,refined
2zft,data/refined_set\2zft\2zft_protein.pdb,data/refined_set\2zft\2zft_pocket.pdb,data/refined_set\2zft\2zft_ligand.mol2,mol2,True,,refined
2zgx,data/refined_set\2zgx\2zgx_protein.pdb,data/refined_set\2zgx\2zgx_pocket.pdb,data/refined_set\2zgx\2zgx_ligand.mol2,mol2,True,,refined
2zjw,data/refined_set\2zjw\2zjw_protein.pdb,data/refined_set\2zjw\2zjw_pocket.pdb,data/refined_set\2zjw\2zjw_ligand.mol2,mol2,True,,refined
2zkj,data/refined_set\2zkj\2zkj_protein.pdb,data/refined_set\2zkj\2zkj_pocket.pdb,data/refined_set\2zkj\2zkj_ligand.mol2,mol2,True,,refined
2zmm,data/refined_set\2zmm\2zmm_protein.pdb,data/refined_set\2zmm\2zmm_pocket.pdb,data/refined_set\2zmm\2zmm_ligand.mol2,mol2,True,,refined
2zn7,data/refined_set\2zn7\2zn7_protein.pdb,data/refined_set\2zn7\2zn7_pocket.pdb,data/refined_set\2zn7\2zn7_ligand.mol2,mol2,True,,refined
2zq0,data/refined_set\2zq0\2zq0_protein.pdb,data/refined_set\2zq0\2zq0_pocket.pdb,data/refined_set\2zq0\2zq0_ligand.mol2,mol2,True,,refined
2zq2,data/refined_set\2zq2\2zq2_protein.pdb,data/refined_set\2zq2\2zq2_pocket.pdb,data/refined_set\2zq2\2zq2_ligand.mol2,mol2,True,,refined
2zwz,data/refined_set\2zwz\2zwz_protein.pdb,data/refined_set\2zwz\2zwz_pocket.pdb,data/refined_set\2zwz\2zwz_ligand.mol2,mol2,True,,refined
2zx6,data/refined_set\2zx6\2zx6_protein.pdb,data/refined_set\2zx6\2zx6_pocket.pdb,data/refined_set\2zx6\2zx6_ligand.mol2,mol2,True,,refined
2zx7,data/refined_set\2zx7\2zx7_protein.pdb,data/refined_set\2zx7\2zx7_pocket.pdb,data/refined_set\2zx7\2zx7_ligand.mol2,mol2,True,,refined
2zx8,data/refined_set\2zx8\2zx8_protein.pdb,data/refined_set\2zx8\2zx8_pocket.pdb,data/refined_set\2zx8\2zx8_ligand.mol2,mol2,True,,refined
2zxd,data/refined_set\2zxd\2zxd_protein.pdb,data/refined_set\2zxd\2zxd_pocket.pdb,data/refined_set\2zxd\2zxd_ligand.mol2,mol2,True,,refined
2zxg,data/refined_set\2zxg\2zxg_protein.pdb,data/refined_set\2zxg\2zxg_pocket.pdb,data/refined_set\2zxg\2zxg_ligand.mol2,mol2,True,,refined
2zy1,data/refined_set\2zy1\2zy1_protein.pdb,data/refined_set\2zy1\2zy1_pocket.pdb,data/refined_set\2zy1\2zy1_ligand.mol2,mol2,True,,refined
2zym,data/refined_set\2zym\2zym_protein.pdb,data/refined_set\2zym\2zym_pocket.pdb,data/refined_set\2zym\2zym_ligand.mol2,mol2,True,,refined
2zz1,data/refined_set\2zz1\2zz1_protein.pdb,data/refined_set\2zz1\2zz1_pocket.pdb,data/refined_set\2zz1\2zz1_ligand.mol2,mol2,True,,refined
2zz2,data/refined_set\2zz2\2zz2_protein.pdb,data/refined_set\2zz2\2zz2_pocket.pdb,data/refined_set\2zz2\2zz2_ligand.mol2,mol2,True,,refined
3a1c,data/refined_set\3a1c\3a1c_protein.pdb,data/refined_set\3a1c\3a1c_pocket.pdb,data/refined_set\3a1c\3a1c_ligand.mol2,mol2,True,,refined
3a1d,data/refined_set\3a1d\3a1d_protein.pdb,data/refined_set\3a1d\3a1d_pocket.pdb,data/refined_set\3a1d\3a1d_ligand.mol2,mol2,True,,refined
3a1e,data/refined_set\3a1e\3a1e_protein.pdb,data/refined_set\3a1e\3a1e_pocket.pdb,data/refined_set\3a1e\3a1e_ligand.mol2,mol2,True,,refined
3a2o,data/refined_set\3a2o\3a2o_protein.pdb,data/refined_set\3a2o\3a2o_pocket.pdb,data/refined_set\3a2o\3a2o_ligand.mol2,mol2,True,,refined
3a5y,data/refined_set\3a5y\3a5y_protein.pdb,data/refined_set\3a5y\3a5y_pocket.pdb,data/refined_set\3a5y\3a5y_ligand.mol2,mol2,True,,refined
3a6t,data/refined_set\3a6t\3a6t_protein.pdb,data/refined_set\3a6t\3a6t_pocket.pdb,data/refined_set\3a6t\3a6t_ligand.mol2,mol2,True,,refined
3a9i,data/refined_set\3a9i\3a9i_protein.pdb,data/refined_set\3a9i\3a9i_pocket.pdb,data/refined_set\3a9i\3a9i_ligand.mol2,mol2,True,,refined
3aaq,data/refined_set\3aaq\3aaq_protein.pdb,data/refined_set\3aaq\3aaq_pocket.pdb,data/refined_set\3aaq\3aaq_ligand.mol2,mol2,True,,refined
3aas,data/refined_set\3aas\3aas_protein.pdb,data/refined_set\3aas\3aas_pocket.pdb,data/refined_set\3aas\3aas_ligand.mol2,mol2,True,,refined
3aau,data/refined_set\3aau\3aau_protein.pdb,data/refined_set\3aau\3aau_pocket.pdb,data/refined_set\3aau\3aau_ligand.mol2,mol2,True,,refined
3acl,data/refined_set\3acl\3acl_protein.pdb,data/refined_set\3acl\3acl_pocket.pdb,data/refined_set\3acl\3acl_ligand.mol2,mol2,True,,refined
3acw,data/refined_set\3acw\3acw_protein.pdb,data/refined_set\3acw\3acw_pocket.pdb,data/refined_set\3acw\3acw_ligand.mol2,mol2,True,,refined
3acx,data/refined_set\3acx\3acx_protein.pdb,data/refined_set\3acx\3acx_pocket.pdb,data/refined_set\3acx\3acx_ligand.mol2,mol2,True,,refined
3ag9,data/refined_set\3ag9\3ag9_protein.pdb,data/refined_set\3ag9\3ag9_pocket.pdb,data/refined_set\3ag9\3ag9_ligand.mol2,mol2,True,,refined
3agl,data/refined_set\3agl\3agl_protein.pdb,data/refined_set\3agl\3agl_pocket.pdb,data/refined_set\3agl\3agl_ligand.mol2,mol2,True,,refined
3ahn,data/refined_set\3ahn\3ahn_protein.pdb,data/refined_set\3ahn\3ahn_pocket.pdb,data/refined_set\3ahn\3ahn_ligand.mol2,mol2,True,,refined
3aho,data/refined_set\3aho\3aho_protein.pdb,data/refined_set\3aho\3aho_pocket.pdb,data/refined_set\3aho\3aho_ligand.mol2,mol2,True,,refined
3ai8,data/refined_set\3ai8\3ai8_protein.pdb,data/refined_set\3ai8\3ai8_pocket.pdb,data/refined_set\3ai8\3ai8_ligand.mol2,mol2,True,,refined
3aid,data/refined_set\3aid\3aid_protein.pdb,data/refined_set\3aid\3aid_pocket.pdb,data/refined_set\3aid\3aid_ligand.mol2,mol2,True,,refined
3alt,data/refined_set\3alt\3alt_protein.pdb,data/refined_set\3alt\3alt_pocket.pdb,data/refined_set\3alt\3alt_ligand.mol2,mol2,True,,refined
3ao2,data/refined_set\3ao2\3ao2_protein.pdb,data/refined_set\3ao2\3ao2_pocket.pdb,data/refined_set\3ao2\3ao2_ligand.mol2,mol2,True,,refined
3ao4,data/refined_set\3ao4\3ao4_protein.pdb,data/refined_set\3ao4\3ao4_pocket.pdb,data/refined_set\3ao4\3ao4_ligand.mol2,mol2,True,,refined
3ao5,data/refined_set\3ao5\3ao5_protein.pdb,data/refined_set\3ao5\3ao5_pocket.pdb,data/refined_set\3ao5\3ao5_ligand.mol2,mol2,True,,refined
3ap4,data/refined_set\3ap4\3ap4_protein.pdb,data/refined_set\3ap4\3ap4_pocket.pdb,data/refined_set\3ap4\3ap4_ligand.mol2,mol2,True,,refined
3aqt,data/refined_set\3aqt\3aqt_protein.pdb,data/refined_set\3aqt\3aqt_pocket.pdb,data/refined_set\3aqt\3aqt_ligand.mol2,mol2,True,,refined
3arp,data/refined_set\3arp\3arp_protein.pdb,data/refined_set\3arp\3arp_pocket.pdb,data/refined_set\3arp\3arp_ligand.mol2,mol2,True,,refined
3arq,data/refined_set\3arq\3arq_protein.pdb,data/refined_set\3arq\3arq_pocket.pdb,data/refined_set\3arq\3arq_ligand.mol2,mol2,True,,refined
3arw,data/refined_set\3arw\3arw_protein.pdb,data/refined_set\3arw\3arw_pocket.pdb,data/refined_set\3arw\3arw_ligand.mol2,mol2,True,,refined
3arx,data/refined_set\3arx\3arx_protein.pdb,data/refined_set\3arx\3arx_pocket.pdb,data/refined_set\3arx\3arx_ligand.mol2,mol2,True,,refined
3axz,data/refined_set\3axz\3axz_protein.pdb,data/refined_set\3axz\3axz_pocket.pdb,data/refined_set\3axz\3axz_ligand.mol2,mol2,True,,refined
3b1m,data/refined_set\3b1m\3b1m_protein.pdb,data/refined_set\3b1m\3b1m_pocket.pdb,data/refined_set\3b1m\3b1m_ligand.mol2,mol2,True,,refined
3b24,data/refined_set\3b24\3b24_protein.pdb,data/refined_set\3b24\3b24_pocket.pdb,data/refined_set\3b24\3b24_ligand.mol2,mol2,True,,refined
3b25,data/refined_set\3b25\3b25_protein.pdb,data/refined_set\3b25\3b25_pocket.pdb,data/refined_set\3b25\3b25_ligand.mol2,mol2,True,,refined
3b26,data/refined_set\3b26\3b26_protein.pdb,data/refined_set\3b26\3b26_pocket.pdb,data/refined_set\3b26\3b26_ligand.mol2,mol2,True,,refined
